,file,start_time,end_time,min_cost,s_vet
0,syntpmed1.txt,2023-07-11 14:02:31.765847,2023-07-11 14:02:31.769125,107.0,"[5, 5, 5, 5, 5, 5, 7, 7, 7, 7]"
1,syntpmed2.txt,2023-07-11 14:02:31.770641,2023-07-11 14:02:31.781605,377.0,"[3, 3, 3, 3, 11, 11, 11, 11, 3, 11, 11, 11, 11, 11, 11, 11, 3, 11, 3, 11]"
2,syntpmed3.txt,2023-07-11 14:02:31.785843,2023-07-11 14:02:31.842643,1088.0,"[15, 15, 15, 20, 20, 20, 15, 15, 15, 20, 20, 15, 20, 15, 20, 15, 20, 15, 20, 20, 20, 20, 20, 15, 20, 15, 20, 15, 15, 20, 15, 20, 15, 15, 15, 15, 15, 20, 20, 20, 15, 15, 20, 20, 20, 15, 20, 20, 15, 20]"
3,syntpmed4.txt,2023-07-11 14:02:31.848169,2023-07-11 14:02:31.959142,1554.0,"[48, 3, 3, 3, 3, 3, 48, 48, 3, 3, 48, 48, 3, 48, 3, 48, 3, 3, 48, 3, 3, 48, 48, 3, 3, 3, 3, 48, 3, 48, 3, 3, 3, 3, 3, 48, 48, 48, 48, 48, 48, 48, 48, 3, 48, 48, 48, 48, 48, 48, 3, 3, 48, 48, 48, 48, 3, 48, 3, 48, 48, 48, 48, 48, 3, 3, 3, 48, 48, 3]"
4,syntpmed5.txt,2023-07-11 14:02:31.969514,2023-07-11 14:02:32.203791,2439.0,"[66, 66, 61, 61, 66, 61, 61, 61, 61, 61, 66, 66, 61, 66, 66, 61, 66, 61, 66, 66, 61, 66, 61, 61, 61, 66, 66, 66, 66, 61, 61, 61, 61, 61, 66, 61, 66, 66, 66, 61, 66, 61, 66, 66, 61, 66, 66, 61, 61, 61, 66, 66, 61, 66, 66, 61, 61, 66, 66, 66, 61, 61, 66, 61, 61, 61, 66, 61, 66, 61, 61, 66, 66, 61, 66, 66, 66, 61, 66, 61, 66, 66, 61, 66, 61, 66, 61, 66, 66, 61, 61, 66, 61, 66, 61, 66, 61, 61, 66, 66]"
5,syntpmed6.txt,2023-07-11 14:02:32.227192,2023-07-11 14:02:32.745097,4057.0,"[49, 49, 116, 49, 116, 116, 49, 116, 49, 116, 116, 116, 116, 49, 116, 49, 49, 116, 49, 116, 116, 49, 116, 116, 49, 116, 116, 116, 116, 49, 116, 49, 49, 116, 116, 116, 116, 49, 49, 49, 49, 116, 49, 49, 49, 116, 49, 116, 49, 49, 116, 116, 49, 49, 49, 49, 49, 116, 116, 49, 116, 49, 116, 116, 49, 116, 49, 116, 116, 49, 49, 116, 49, 116, 116, 116, 116, 116, 49, 116, 49, 116, 49, 116, 49, 49, 49, 49, 116, 49, 116, 116, 116, 116, 49, 116, 116, 49, 116, 49, 116, 49, 49, 49, 116, 116, 116, 116, 49, 49, 116, 49, 49, 116, 116, 116, 116, 116, 49, 116, 49, 49, 116, 116, 49, 49, 116, 49, 49, 49, 49, 116, 116, 49, 116, 49, 116, 116, 49, 116, 116, 49, 49, 116, 116, 116, 49, 116, 116, 116]"
6,syntpmed7.txt,2023-07-11 14:02:32.899705,2023-07-11 14:02:33.808258,5391.0,"[195, 112, 112, 112, 195, 195, 112, 112, 112, 112, 195, 195, 195, 112, 112, 112, 195, 195, 112, 112, 195, 195, 112, 112, 195, 195, 112, 112, 112, 195, 195, 112, 112, 195, 195, 195, 195, 112, 112, 112, 112, 112, 112, 112, 112, 195, 112, 112, 112, 195, 112, 112, 195, 112, 112, 112, 112, 195, 112, 112, 195, 112, 195, 112, 195, 112, 112, 195, 112, 112, 195, 112, 112, 195, 195, 112, 112, 195, 112, 112, 112, 112, 112, 195, 112, 112, 195, 195, 195, 195, 112, 195, 112, 195, 195, 195, 112, 195, 195, 195, 112, 195, 195, 112, 112, 112, 112, 195, 195, 195, 112, 112, 112, 112, 195, 112, 195, 112, 112, 112, 112, 195, 195, 112, 195, 195, 195, 112, 195, 112, 112, 112, 112, 195, 195, 195, 195, 195, 195, 195, 112, 112, 195, 195, 112, 112, 112, 195, 112, 195, 195, 112, 195, 195, 195, 112, 195, 112, 112, 112, 112, 195, 112, 112, 112, 195, 112, 112, 112, 112, 195, 195, 112, 195, 195, 195, 195, 195, 112, 195, 112, 195, 195, 112, 195, 112, 112, 195, 112, 112, 112, 195, 112, 112, 112, 195, 195, 112, 112, 112]"
7,syntpmed8.txt,2023-07-11 14:02:33.808869,2023-07-11 14:02:33.821607,38.0,"[6, 6, 2, 9, 4, 9, 6, 7, 9, 9]"
8,syntpmed9.txt,2023-07-11 14:02:33.823103,2023-07-11 14:02:33.880811,150.0,"[0, 3, 7, 3, 0, 10, 3, 7, 3, 3, 10, 10, 7, 0, 14, 14, 0, 0, 0, 14]"
9,syntpmed10.txt,2023-07-11 14:02:33.884469,2023-07-11 14:02:34.293438,431.0,"[36, 31, 26, 26, 36, 5, 26, 31, 5, 5, 31, 26, 31, 36, 5, 5, 26, 31, 31, 36, 31, 36, 5, 43, 43, 5, 26, 5, 43, 36, 43, 31, 5, 36, 26, 5, 36, 26, 43, 31, 36, 31, 26, 43, 26, 5, 36, 5, 43, 43]"
