,file,start_time,end_time,min_cost,s_vet
0,syntpmed1.txt,2023-07-11 14:07:32.558240,2023-07-11 14:07:32.561388,107.0,"[5, 5, 5, 5, 5, 5, 7, 7, 7, 7]"
1,syntpmed2.txt,2023-07-11 14:07:32.562276,2023-07-11 14:07:32.575783,377.0,"[3, 3, 3, 3, 11, 11, 11, 11, 3, 11, 11, 11, 11, 11, 11, 11, 3, 11, 3, 11]"
2,syntpmed3.txt,2023-07-11 14:07:32.578628,2023-07-11 14:07:32.664775,1088.0,"[15, 15, 15, 20, 20, 20, 15, 15, 15, 20, 20, 15, 20, 15, 20, 15, 20, 15, 20, 20, 20, 20, 20, 15, 20, 15, 20, 15, 15, 20, 15, 20, 15, 15, 15, 15, 15, 20, 20, 20, 15, 15, 20, 20, 20, 15, 20, 20, 15, 20]"
3,syntpmed4.txt,2023-07-11 14:07:32.670750,2023-07-11 14:07:32.836627,1554.0,"[48, 3, 3, 3, 3, 3, 48, 48, 3, 3, 48, 48, 3, 48, 3, 48, 3, 3, 48, 3, 3, 48, 48, 3, 3, 3, 3, 48, 3, 3, 3, 3, 3, 3, 3, 48, 48, 48, 48, 48, 48, 48, 48, 3, 48, 48, 48, 48, 48, 48, 3, 3, 48, 48, 48, 48, 3, 48, 3, 48, 48, 48, 48, 48, 3, 3, 3, 48, 48, 3]"
4,syntpmed5.txt,2023-07-11 14:07:32.847119,2023-07-11 14:07:33.185784,2439.0,"[66, 66, 61, 61, 66, 61, 61, 61, 61, 61, 66, 66, 61, 66, 66, 61, 66, 61, 66, 66, 61, 66, 61, 61, 61, 66, 66, 66, 66, 61, 61, 61, 61, 61, 66, 61, 66, 66, 66, 61, 66, 61, 66, 66, 61, 66, 66, 61, 61, 61, 66, 66, 61, 66, 66, 61, 61, 66, 66, 66, 61, 61, 66, 61, 61, 61, 66, 61, 66, 61, 61, 66, 66, 61, 66, 66, 66, 61, 66, 61, 66, 66, 61, 66, 61, 66, 61, 66, 66, 61, 61, 66, 61, 66, 61, 66, 61, 61, 66, 66]"
5,syntpmed6.txt,2023-07-11 14:07:33.208148,2023-07-11 14:07:33.967060,4057.0,"[49, 49, 116, 49, 116, 116, 49, 116, 49, 116, 116, 116, 116, 49, 116, 49, 49, 49, 49, 116, 116, 49, 116, 116, 49, 116, 116, 116, 116, 49, 116, 49, 49, 116, 116, 116, 116, 49, 49, 49, 49, 116, 49, 49, 49, 116, 49, 116, 49, 49, 116, 116, 49, 49, 49, 49, 49, 116, 116, 49, 116, 49, 116, 116, 49, 116, 49, 116, 116, 49, 49, 116, 49, 116, 116, 116, 116, 116, 49, 116, 49, 116, 49, 116, 49, 49, 49, 49, 116, 49, 116, 116, 116, 116, 49, 116, 116, 49, 116, 49, 116, 49, 49, 49, 116, 116, 116, 116, 49, 49, 116, 49, 49, 116, 116, 116, 116, 116, 49, 116, 49, 49, 116, 116, 49, 49, 116, 49, 49, 49, 49, 49, 116, 49, 116, 49, 116, 116, 49, 49, 116, 49, 49, 116, 116, 116, 49, 116, 116, 116]"
6,syntpmed7.txt,2023-07-11 14:07:34.116978,2023-07-11 14:07:35.906448,5346.0,"[112, 112, 112, 124, 124, 112, 112, 112, 112, 112, 124, 112, 124, 112, 124, 112, 112, 112, 124, 124, 124, 124, 112, 112, 112, 124, 112, 112, 112, 112, 124, 112, 124, 124, 124, 124, 124, 112, 112, 112, 112, 112, 124, 112, 112, 112, 124, 112, 112, 124, 124, 112, 124, 112, 124, 112, 124, 124, 112, 112, 112, 112, 124, 112, 124, 112, 124, 112, 112, 124, 124, 112, 124, 124, 112, 112, 112, 124, 112, 112, 124, 112, 124, 124, 112, 112, 124, 124, 112, 112, 112, 112, 124, 124, 124, 124, 112, 112, 124, 124, 112, 124, 124, 124, 112, 112, 112, 124, 124, 124, 124, 112, 112, 112, 124, 112, 124, 112, 112, 124, 112, 124, 124, 112, 124, 124, 124, 112, 112, 124, 124, 112, 112, 124, 124, 124, 124, 124, 112, 112, 124, 112, 124, 124, 112, 112, 112, 112, 112, 124, 112, 112, 112, 124, 112, 124, 112, 124, 124, 112, 112, 124, 124, 112, 124, 112, 112, 112, 112, 112, 124, 124, 124, 112, 124, 124, 124, 124, 112, 112, 112, 124, 124, 112, 124, 112, 112, 124, 112, 112, 112, 124, 112, 124, 124, 124, 112, 112, 112, 112]"
7,syntpmed8.txt,2023-07-11 14:07:35.907893,2023-07-11 14:07:35.922460,38.0,"[6, 6, 2, 9, 4, 9, 6, 7, 9, 9]"
8,syntpmed9.txt,2023-07-11 14:07:35.923919,2023-07-11 14:07:35.999263,150.0,"[0, 3, 7, 3, 0, 10, 3, 7, 3, 3, 10, 10, 7, 0, 14, 14, 0, 0, 0, 14]"
9,syntpmed10.txt,2023-07-11 14:07:36.002948,2023-07-11 14:07:36.537717,431.0,"[36, 31, 26, 26, 36, 5, 26, 31, 5, 5, 31, 26, 31, 36, 5, 5, 26, 31, 31, 36, 31, 36, 5, 43, 43, 5, 26, 5, 43, 36, 43, 31, 5, 36, 26, 5, 36, 26, 43, 31, 36, 31, 26, 43, 26, 5, 36, 5, 43, 43]"
10,syntpmed11.txt,2023-07-11 14:07:36.543817,2023-07-11 14:07:37.604307,663.0,"[42, 69, 33, 44, 44, 44, 33, 44, 69, 33, 33, 44, 44, 49, 69, 42, 33, 49, 42, 42, 69, 44, 42, 42, 44, 49, 33, 69, 42, 42, 33, 69, 69, 33, 44, 69, 69, 44, 44, 69, 33, 33, 42, 49, 44, 49, 69, 49, 42, 49, 42, 69, 42, 42, 49, 69, 44, 49, 49, 42, 42, 69, 33, 69, 69, 44, 42, 49, 69, 69]"
11,syntpmed12.txt,2023-07-11 14:07:37.615657,2023-07-11 14:07:39.815164,1022.0,"[49, 69, 49, 25, 19, 57, 49, 57, 69, 25, 49, 19, 19, 57, 57, 57, 25, 19, 57, 19, 49, 25, 69, 25, 19, 25, 57, 49, 49, 19, 19, 49, 19, 19, 19, 57, 57, 49, 19, 25, 69, 19, 25, 19, 19, 19, 57, 69, 49, 49, 57, 49, 19, 19, 19, 49, 49, 57, 69, 57, 69, 57, 25, 57, 57, 19, 57, 25, 69, 69, 49, 25, 69, 57, 19, 49, 69, 25, 25, 69, 49, 19, 25, 69, 69, 57, 25, 25, 49, 49, 49, 57, 25, 49, 19, 69, 19, 69, 57, 25]"
12,syntpmed13.txt,2023-07-11 14:07:39.840977,2023-07-11 14:07:44.825253,1649.0,"[35, 97, 17, 111, 111, 111, 21, 17, 21, 21, 17, 111, 35, 35, 21, 97, 97, 17, 97, 97, 97, 21, 35, 17, 21, 17, 111, 17, 21, 21, 35, 111, 17, 17, 97, 35, 21, 17, 21, 21, 111, 111, 17, 21, 35, 97, 21, 17, 97, 111, 35, 111, 97, 17, 35, 97, 21, 111, 21, 111, 97, 97, 111, 111, 17, 17, 17, 111, 35, 97, 97, 17, 21, 21, 111, 35, 17, 97, 35, 111, 111, 21, 111, 35, 17, 21, 97, 97, 21, 97, 35, 111, 21, 21, 111, 111, 17, 97, 17, 97, 35, 97, 97, 21, 35, 35, 35, 35, 111, 111, 21, 111, 21, 111, 35, 21, 21, 17, 97, 35, 97, 21, 111, 97, 35, 21, 97, 97, 17, 35, 35, 97, 17, 21, 97, 35, 17, 97, 21, 21, 111, 35, 97, 17, 111, 111, 111, 21, 21, 17]"
13,syntpmed14.txt,2023-07-11 14:07:44.973182,2023-07-11 14:07:58.264254,2288.0,"[34, 176, 176, 176, 146, 153, 34, 134, 134, 134, 134, 153, 146, 134, 34, 153, 34, 34, 146, 134, 146, 34, 146, 146, 146, 146, 34, 176, 146, 176, 146, 153, 34, 176, 34, 176, 176, 146, 153, 176, 134, 176, 146, 134, 146, 34, 34, 34, 134, 34, 146, 34, 176, 134, 134, 34, 146, 34, 153, 176, 34, 146, 146, 34, 153, 153, 34, 176, 153, 146, 134, 146, 153, 153, 176, 34, 34, 134, 153, 34, 34, 134, 134, 153, 176, 34, 153, 146, 146, 134, 176, 146, 153, 146, 146, 146, 146, 153, 176, 134, 146, 176, 153, 34, 34, 153, 34, 146, 153, 153, 34, 34, 153, 34, 134, 134, 146, 146, 134, 146, 176, 176, 34, 146, 176, 153, 34, 153, 176, 176, 146, 34, 153, 153, 134, 134, 176, 146, 176, 176, 34, 134, 146, 134, 134, 146, 146, 146, 176, 34, 153, 134, 153, 153, 153, 134, 34, 34, 146, 176, 153, 153, 153, 176, 134, 146, 134, 146, 134, 153, 176, 134, 134, 134, 134, 146, 176, 146, 34, 134, 176, 146, 176, 176, 153, 134, 176, 134, 153, 34, 153, 134, 146, 34, 34, 34, 176, 176, 153, 176]"
14,syntpmed15.txt,2023-07-11 14:07:58.266047,2023-07-11 14:07:58.557872,29.0,"[4, 1, 6, 4, 4, 6, 6, 7, 8, 9, 10, 7, 12, 4, 10, 15, 7, 4, 18, 8]"
15,syntpmed16.txt,2023-07-11 14:07:58.561671,2023-07-11 14:08:01.071650,139.0,"[0, 20, 19, 3, 37, 5, 35, 42, 12, 3, 5, 19, 12, 3, 20, 0, 3, 5, 37, 19, 20, 42, 24, 24, 24, 12, 0, 19, 19, 37, 35, 12, 0, 20, 12, 35, 42, 37, 5, 5, 5, 35, 42, 35, 12, 3, 0, 19, 3, 19]"
16,syntpmed17.txt,2023-07-11 14:08:01.077847,2023-07-11 14:08:06.202718,256.0,"[67, 1, 22, 35, 4, 33, 64, 20, 22, 14, 1, 4, 33, 64, 14, 64, 22, 45, 45, 20, 20, 1, 22, 14, 1, 64, 67, 64, 14, 64, 45, 22, 4, 33, 35, 35, 64, 35, 45, 35, 14, 45, 14, 1, 45, 45, 35, 35, 14, 35, 35, 64, 33, 33, 64, 22, 35, 35, 4, 20, 67, 33, 20, 35, 64, 22, 33, 67, 1, 64]"
17,syntpmed18.txt,2023-07-11 14:08:06.213368,2023-07-11 14:08:17.051587,385.0,"[0, 44, 81, 27, 4, 27, 37, 27, 4, 9, 45, 81, 44, 27, 0, 81, 0, 44, 27, 4, 4, 27, 4, 81, 68, 68, 99, 27, 44, 0, 81, 45, 4, 4, 45, 45, 9, 37, 9, 9, 4, 44, 68, 4, 44, 45, 0, 99, 68, 99, 37, 81, 99, 0, 0, 44, 44, 44, 99, 99, 99, 9, 68, 27, 44, 4, 0, 99, 68, 68, 37, 37, 0, 9, 68, 27, 37, 37, 37, 0, 68, 81, 9, 4, 9, 0, 81, 9, 45, 44, 37, 0, 81, 99, 37, 68, 0, 37, 68, 99]"
18,syntpmed19.txt,2023-07-11 14:08:17.074521,2023-07-11 14:08:42.235326,641.0,"[36, 102, 83, 102, 78, 49, 79, 49, 83, 83, 57, 79, 83, 49, 49, 78, 36, 102, 128, 57, 36, 79, 36, 79, 78, 143, 36, 79, 78, 49, 143, 78, 36, 36, 102, 143, 36, 98, 57, 102, 79, 78, 49, 78, 36, 98, 36, 57, 36, 49, 78, 36, 143, 143, 102, 78, 102, 57, 98, 83, 79, 49, 57, 78, 57, 57, 128, 49, 36, 102, 128, 98, 83, 102, 128, 57, 49, 79, 78, 79, 128, 36, 143, 83, 79, 78, 57, 128, 102, 36, 36, 79, 36, 83, 79, 98, 36, 78, 98, 36, 79, 83, 102, 102, 128, 57, 128, 102, 78, 78, 143, 57, 49, 128, 57, 143, 36, 49, 49, 98, 83, 128, 83, 128, 143, 128, 128, 143, 128, 78, 57, 128, 79, 79, 98, 49, 36, 49, 143, 143, 57, 83, 78, 143, 36, 79, 83, 98, 128, 83]"
19,syntpmed20.txt,2023-07-11 14:08:42.396176,2023-07-11 14:09:27.451184,868.0,"[88, 88, 188, 74, 186, 194, 114, 188, 186, 114, 25, 74, 188, 88, 25, 114, 186, 86, 74, 188, 186, 34, 88, 25, 188, 25, 34, 34, 188, 88, 25, 74, 131, 194, 34, 74, 88, 88, 114, 74, 186, 114, 25, 186, 131, 88, 74, 25, 86, 34, 131, 34, 25, 194, 131, 34, 114, 186, 131, 86, 188, 25, 74, 25, 188, 88, 25, 186, 131, 34, 74, 131, 131, 186, 74, 186, 34, 74, 131, 114, 194, 86, 186, 114, 25, 186, 86, 131, 88, 194, 194, 86, 74, 25, 114, 86, 25, 88, 131, 25, 25, 114, 114, 25, 131, 34, 188, 131, 34, 194, 131, 186, 114, 86, 114, 131, 114, 114, 34, 114, 86, 131, 74, 114, 131, 86, 86, 188, 114, 74, 88, 131, 114, 88, 194, 194, 88, 186, 86, 34, 88, 186, 86, 88, 186, 86, 74, 114, 74, 114, 88, 74, 194, 88, 34, 34, 88, 186, 34, 86, 86, 34, 25, 131, 74, 86, 25, 194, 86, 86, 74, 86, 186, 186, 34, 88, 88, 194, 86, 25, 25, 34, 131, 194, 34, 86, 186, 34, 188, 186, 86, 114, 86, 186, 194, 188, 188, 25, 34, 88]"
20,syntpmed21.txt,2023-07-11 14:09:27.453882,2023-07-11 14:09:28.020969,9.0,"[0, 5, 2, 3, 4, 5, 4, 7, 8, 5, 10, 11, 12, 12, 14, 15, 16, 17, 18, 10]"
21,syntpmed22.txt,2023-07-11 14:09:28.025479,2023-07-11 14:09:34.402732,79.0,"[15, 26, 24, 6, 4, 35, 6, 17, 15, 38, 10, 35, 12, 28, 14, 15, 14, 17, 18, 26, 28, 17, 14, 28, 24, 12, 26, 12, 28, 29, 18, 14, 15, 18, 14, 35, 10, 26, 38, 24, 18, 6, 29, 10, 35, 45, 26, 17, 38, 26]"
22,syntpmed23.txt,2023-07-11 14:09:34.409138,2023-07-11 14:09:47.985053,120.0,"[0, 1, 0, 50, 42, 5, 50, 5, 69, 66, 69, 11, 12, 13, 66, 37, 12, 1, 5, 13, 1, 50, 38, 11, 63, 37, 37, 31, 37, 56, 0, 31, 63, 37, 13, 11, 0, 37, 38, 11, 42, 56, 42, 13, 38, 42, 63, 12, 11, 66, 50, 66, 50, 0, 0, 0, 56, 42, 63, 11, 13, 1, 63, 63, 31, 42, 66, 0, 50, 69]"
23,syntpmed24.txt,2023-07-11 14:09:47.995643,2023-07-11 14:10:17.340636,174.0,"[19, 1, 85, 28, 6, 6, 6, 27, 22, 10, 10, 22, 85, 85, 30, 49, 10, 1, 18, 19, 35, 6, 22, 28, 99, 22, 1, 27, 28, 99, 30, 18, 28, 85, 18, 35, 85, 99, 6, 28, 99, 99, 19, 99, 19, 19, 27, 65, 1, 49, 35, 30, 65, 18, 85, 99, 1, 99, 27, 27, 18, 27, 6, 6, 35, 65, 30, 6, 94, 49, 49, 10, 6, 99, 94, 6, 6, 28, 49, 10, 35, 6, 22, 18, 94, 85, 18, 35, 1, 65, 85, 27, 19, 94, 94, 28, 30, 94, 30, 99]"
24,syntpmed25.txt,2023-07-11 14:10:17.365076,2023-07-11 14:11:35.844284,361.0,"[72, 1, 133, 56, 28, 29, 29, 28, 16, 20, 10, 28, 12, 115, 12, 1, 16, 115, 1, 29, 20, 127, 67, 127, 133, 133, 16, 10, 28, 29, 149, 20, 16, 127, 127, 120, 56, 28, 127, 1, 28, 29, 149, 72, 29, 120, 12, 115, 1, 133, 29, 29, 12, 67, 149, 29, 56, 12, 20, 56, 120, 10, 67, 67, 56, 67, 115, 67, 1, 56, 149, 56, 56, 20, 133, 127, 28, 28, 115, 120, 115, 29, 115, 72, 67, 1, 133, 20, 16, 12, 56, 28, 1, 115, 20, 56, 133, 133, 127, 16, 56, 115, 29, 12, 133, 120, 29, 10, 10, 16, 149, 20, 1, 56, 12, 115, 72, 20, 120, 72, 120, 133, 72, 149, 10, 12, 1, 127, 67, 67, 29, 56, 67, 29, 149, 127, 12, 127, 10, 72, 10, 149, 72, 56, 72, 56, 127, 12, 12, 149]"
25,syntpmed26.txt,2023-07-11 14:11:35.890991,2023-07-11 14:13:40.965797,559.0,"[15, 53, 99, 38, 33, 15, 114, 33, 26, 137, 180, 92, 16, 92, 114, 15, 16, 99, 53, 188, 20, 15, 53, 60, 20, 60, 26, 60, 180, 60, 16, 92, 188, 33, 92, 53, 20, 33, 38, 114, 15, 188, 92, 16, 180, 33, 92, 20, 114, 180, 53, 114, 16, 53, 188, 38, 26, 114, 99, 188, 60, 92, 15, 16, 188, 60, 16, 137, 33, 16, 92, 99, 137, 20, 26, 188, 26, 33, 114, 89, 188, 99, 99, 99, 180, 26, 137, 60, 26, 89, 99, 137, 92, 137, 60, 26, 38, 53, 53, 99, 33, 89, 38, 114, 114, 89, 20, 180, 33, 53, 114, 92, 26, 33, 114, 188, 89, 20, 89, 15, 33, 16, 92, 99, 53, 15, 33, 92, 180, 38, 89, 60, 89, 60, 33, 15, 92, 137, 188, 99, 137, 15, 99, 26, 60, 20, 15, 137, 89, 180, 20, 99, 20, 114, 26, 180, 99, 137, 16, 137, 26, 180, 188, 114, 137, 38, 89, 92, 92, 20, 137, 16, 20, 99, 60, 20, 26, 20, 92, 15, 180, 137, 53, 180, 89, 26, 53, 20, 188, 92, 114, 188, 114, 188, 38, 16, 188, 16, 180, 26]"
